instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,highs_objective,relative_difference,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options
Linf_520c,4619a16debadb4eabdcb4d087ef6f3a05a137121bfec6739e324295c84dda871,93326,69004,566193,numerical_error,"the ordering of the normal equations was abandoned: its quotient graph passed ipm_max_ordering_entries = 100000000 list entries, so the fill-in is beyond what this machine can hold (#246); raise the o",0.0,Time limit reached,,,,0,21.88194866499998,21.501177057,0,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
bdry2,64b4bedc185ed7105c3260741026b152ea120ea0ae1f7678bf1bbf426825a6bf,376500,250998,1500003,not_solved,"the interior point declined: the ordering and first factorization of the normal equations (375005 factor nonzeros) did not finish within ipm_setup_share = 0.2 of the 299.923s time limit (85.5s), so th",0.0,Time limit reached,,,,0,87.6310498089997,86.482891175,0,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
brazil3,28cfec922c8c239645c823b7746ae221e38a6208e827a9f040ddf50d9203d125,14646,23968,133184,optimal,"; crossover did not reach a vertex (not_solved after 5275 pivots, 0.78s), the interior point's answer stands",2.000000000075912,2.0000000000012172,3.734745845915769e-11,1,,1,1.915725670000029,1.784567063,15,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
chromaticindex1024-7,5b6f1d9daf867e4d5928e8a48fd1fc5f5c1a3249a18b738f46945ff2ff721b05,67583,73728,270324,numerical_error,"the ordering of the normal equations was abandoned: its quotient graph passed ipm_max_ordering_entries = 100000000 list entries, so the fill-in is beyond what this machine can hold (#246); raise the o",0.0,3.0,1.0,,,0,20.61271059399951,20.420003598,0,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
irish-electricity,60d7ec4482bae32a3747f09c2d8294b8e50dda31d1a82c37a6f6bf17c8c84458,104259,61728,523257,numerical_error,"converged at a relative gap of 8.6e-15 when the barrier vanished: 38478 of 87504 pivots regularized in one factorization; no time left for crossover, the interior point's answer stands; engine reporte",2454405.27082893,2546254.563314395,0.03607231335342486,,,0,170.4807844679999,170.094567846,243,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
qap15,a24d84de54c73d7ea01ebaf07739e6884d57794d4b1184c0e01a6a4495695712,6330,22275,94950,optimal,"; no time left for crossover, the interior point's answer stands",1040.9940444976728,Time limit reached,,1,,1,200.3132318449998,200.266308155,22,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
rmine15,49bef3a70183d8c465bcff0719c2522f42fec0ef63a6e4b0a33714f2bec5e4bc,358395,42438,879732,not_solved,"the interior point declined: the ordering and first factorization of the normal equations (358395 factor nonzeros) did not finish within ipm_setup_share = 0.2 of the 299.939s time limit (60.1s), so th",0.0,Time limit reached,,,,0,61.36116438099998,60.203054533,0,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
supportcase10,e65868b17479a5a4c408af4a8e6a412c61d681918d7c9d5ad3bbe46966634f0b,165684,14770,555082,numerical_error,"the ordering of the normal equations was abandoned: its quotient graph passed ipm_max_ordering_entries = 100000000 list entries, so the fill-in is beyond what this machine can hold (#246); raise the o",0.0,3.383923666138003,1.0,,,0,11.368080513000677,10.963562677,0,ipm,300.0,5c7efbc,Linux-x86_64,2026-09-23T16:20:54+00:00,algorithm=ipm
