instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,highs_objective,relative_difference,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options,kkt_1e4_seconds,kkt_1e6_seconds,kkt_1e8_seconds,kkt_1e4_iterations,kkt_1e6_iterations,kkt_1e8_iterations
qap15,a24d84de54c73d7ea01ebaf07739e6884d57794d4b1184c0e01a6a4495695712,6330,22275,94950,time_limit,"time limit 299.994s reached inside the factorization, which was abandoned",1040.9992459432647,Time limit reached,,,,0,301.0697422567755,300.017041755,19,ipm,300.0,58a8374,Linux-x86_64,2026-09-25T11:39:45+00:00,algorithm=ipm crossover=false ipm_linear_solver=cpu,,,,,,
brazil3,28cfec922c8c239645c823b7746ae221e38a6208e827a9f040ddf50d9203d125,14646,23968,133184,optimal,,2.000000000075912,2.0000000000012172,3.734745845915769e-11,1,,1,3.3205143995583057,2.183457386,15,ipm,300.0,58a8374,Linux-x86_64,2026-09-25T11:39:45+00:00,algorithm=ipm crossover=false ipm_linear_solver=cpu,,,,,,
chromaticindex1024-7,5b6f1d9daf867e4d5928e8a48fd1fc5f5c1a3249a18b738f46945ff2ff721b05,67583,73728,270324,not_solved,"the interior point declined: the ordering and first factorization of the normal equations (0 factor nonzeros) did not finish within ipm_setup_share = 0.2 of the 299.965s time limit (60.1s), so the fac",0.0,3.0,1.0,,,0,62.163657665252686,60.456033214,0,ipm,300.0,58a8374,Linux-x86_64,2026-09-25T11:39:45+00:00,algorithm=ipm crossover=false ipm_linear_solver=cpu,,,,,,
supportcase10,e65868b17479a5a4c408af4a8e6a412c61d681918d7c9d5ad3bbe46966634f0b,165684,14770,555082,not_solved,"the interior point declined: the ordering and first factorization of the normal equations (0 factor nonzeros) did not finish within ipm_setup_share = 0.2 of the 299.82s time limit (60.3s), so the fact",0.0,3.383923666138003,1.0,,,0,62.448652820661664,60.773988347,0,ipm,300.0,58a8374,Linux-x86_64,2026-09-25T11:39:45+00:00,algorithm=ipm crossover=false ipm_linear_solver=cpu,,,,,,
irish-electricity,60d7ec4482bae32a3747f09c2d8294b8e50dda31d1a82c37a6f6bf17c8c84458,104259,61728,523257,time_limit,"time limit 299.887s reached inside the assembly of the normal equations, which was abandoned",2454405.27082893,2546254.563314395,0.03607231335342486,,,0,301.840193413198,300.05833021,210,ipm,300.0,58a8374,Linux-x86_64,2026-09-25T11:39:45+00:00,algorithm=ipm crossover=false ipm_linear_solver=cpu,,,,,,
rmine15,49bef3a70183d8c465bcff0719c2522f42fec0ef63a6e4b0a33714f2bec5e4bc,358395,42438,879732,not_solved,"the interior point declined: the ordering and first factorization of the normal equations (0 factor nonzeros) did not finish within ipm_setup_share = 0.2 of the 299.884s time limit (60.2s), so the fac",0.0,Time limit reached,,,,0,63.1100321225822,60.421616219,0,ipm,300.0,58a8374,Linux-x86_64,2026-09-25T11:39:45+00:00,algorithm=ipm crossover=false ipm_linear_solver=cpu,,,,,,
