instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,cut_filter,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options,threads,restarts,reduced_cost_fixings,seed,permuted_sha256,time_to_first_feasible,primal_integral,incumbents,incumbent_trace_recorded,certificate,certificate_check_seconds
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,"stopped at the time limit of 59.9999s after 60.00s, 0 iterations, 100696 nodes",9.0,1.0,0.0,9.0,1.0,0,0,1,100696,0,gomory 4: 4 too_dense; mir 8: 8 too_dense,0.0,0.0,0.0000,60.894943,60.001582707,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,0.001360,54.459972,9,1,,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,"stopped at the time limit of 59.9999s after 60.00s, 0 iterations, 54409 nodes",17.000000000000004,11.0,3.581303938188444,13.41869606181156,0.7893350624595034,0,0,1,54409,0,gomory 15: 15 too_dense,0.0,0.0,0.0000,60.741349,60.000389511,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,0.088303,24.516427,6,1,,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 43034 nodes",1106772.99999961,764771.99999978,278613.9999999,828158.99999971,0.7482645492797546,0,0,1,43034,30,"gomory 129: 129 accepted; mir 256: 246 accepted, 10 duplicate",28693.99999999998,193698.6451612903,0.1531,60.867898,60.000352349,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,5.151264,22.741511,4,1,,
mas76,91f624659e181538020e0c627910f02ffa6b355d6df708ef324e697a69485a74,12,151,1640,150,feasible,"stopped at the time limit of 59.9999s after 60.01s, 0 iterations, 49564 nodes",41855.12384910002,40005.05398999999,39410.01024329225,2445.113605807768,0.058418501271746776,0,0,1,49564,0,gomory 11: 11 too_dense,38893.90364052266,38893.90364052266,0.0000,60.729572,60.010900738,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,0.043642,3.333040,11,1,,
neos-3754480-nidda,63f322dd9be49acf31f7579d8f04e3bb578bdd7ca7d3525683384190c9a8bf7f,402,253,1488,50,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 25589 nodes",14965.454270691422,12941.73838561778,-489042.15643552074,504007.6107062122,33.67806961217799,0,0,1,25589,0,gomory 41: 41 too_dense,-1216923.270104403,-1216923.270104403,0.0000,60.766717,60.000504036,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,0.361648,9.190534,8,1,,
glass4,0d6e6ceaf921e5d5489b9926fdfed2ce0aa25fd9acfa9deb6794669b56b59591,396,322,1815,302,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 32983 nodes",3092887485.7143126,1200012599.972384,800003900.0,2292883585.7143126,0.7413407685552336,0,0,1,32983,30,"gomory 72: 36 accepted, 36 duplicate; mir 71: 35 accepted, 36 duplicate",800002400.0,800002400.0,0.0000,60.869839,60.000496845,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,1.198686,37.691662,4,1,,
mad,0109c5aefd23dbe6d46dd84ab4ad451eab329904249b7acaa38e9a0c94a6bc7a,51,220,2808,200,feasible,"stopped at the time limit of 59.9997s after 60.01s, 0 iterations, 25392 nodes",0.529599999999999,0.0268,-1.1239017298069078e-15,0.5296000000000001,0.5296000000000001,0,0,1,25392,5,"gomory 19: 19 too_dense; mir 18: 5 accepted, 13 too_dense",-4.2585791176643604e-16,-9.997499366496248e-17,0.0000,61.312328,60.011920619,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,0.155568,57.244539,12,1,,
tr12-30,94f8cf2fd2fc920ed6ea2452b0755aeec110eb8404716554485c25e7a1e06a3d,750,1080,2508,360,feasible,"stopped at the time limit of 59.9993s after 60.00s, 0 iterations, 20567 nodes",186105.0,130595.9999999999,26819.841122158134,159285.15887784187,0.8558886589712359,0,0,1,20567,30,gomory 340: 340 accepted; mir 340: 340 accepted,18124.17451832871,22904.232068660192,0.0285,62.689552,59.999864466,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,4.551255,21.449858,12,1,,
neos-3627168-kasai,adf4a013825ad2932531128132c387eab68470ca087e23ea5cca4d2930954d7e,1655,1462,5158,535,feasible,"stopped at the time limit of 59.9995s after 60.01s, 0 iterations, 4421 nodes",990055.3399999995,988585.6199999998,956334.4620634932,33720.877936506295,0.034059588968538175,0,0,1,4421,30,"gomory 176: 103 accepted, 49 too_dense, 24 coefficient_ratio; mir 280: 280 accepted",945808.0955555545,945808.0955555526,0.0000,60.893880,60.005904835,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,4.746541,4.895384,5,1,,
csched007,7d9ffe638f906498f432519c66db4570704070afdb88435a4bb75e5641f09973,351,1758,6379,1457,time_limit,"stopped at the time limit of 59.9995s after 60.00s, 0 iterations, 4107 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,350.9999999999955,294.0974600315274,inf,inf,0,0,,4107,30,"gomory 10: 7 accepted, 1 too_dense, 2 duplicate; mir 66: 60 accepted, 6 duplicate",269.2515873015853,280.4162422619635,,60.592964,60.001824205,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,,60.001824,0,0,,
neos-4338804-snowy,a8111bbb59ae6b28be2253e0532c9e628749e7c7cc7d1a1603992ec079f7eb04,1701,1344,6342,1302,feasible,"stopped at the time limit of 59.9995s after 60.01s, 0 iterations, 5895 nodes",4647.999999999459,1471.0,1447.0,3200.999999999459,0.6886833046471238,0,0,1,5895,30,gomory 204: 204 accepted; mir 2: 2 accepted; zero_half 3: 3 accepted,1447.0,1447.0,0.0000,60.704448,60.014199379,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,35.682349,52.313650,1,1,,
mc11,55f4d9c9d2022cffeb3e07cd7398753f5aab720f16fa49ab17223375bab83874,1920,3040,6080,1520,feasible,"stopped at the time limit of 59.9994s after 60.00s, 0 iterations, 3572 nodes",12402.0,11688.99999999966,916.0,11486.0,0.9261409450088696,0,0,1,3572,30,gomory 362: 362 accepted; mir 34: 34 accepted,608.8443396226417,883.8461273668289,0.0233,60.678569,60.001171168,58a8374,Linux-x86_64,2026-09-25T14:44:04+00:00,gpu_batch_nodes=true,1,0,0,0,,16.652356,19.963834,5,1,,
