instance,rows,cols,nnz,algorithm,tolerance,status,objective,iterations,seconds,wall_seconds,reached_tolerance,primal_residual,dual_residual,kkt_1e4_seconds,kkt_1e6_seconds,kkt_1e8_seconds,git_commit,machine,gpu,timestamp_utc,solver_options
chromaticindex1024-7,67583,270328,270328,pdhg-cpu,1e-04,feasible,3.0000000022999487,480,1.110308,1.500156,1,7.735e-08,0.000e+00,0.661152133,0.907358489,1.06639282,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
chromaticindex1024-7,67583,270328,270328,pdhg-cuda,1e-04,feasible,3.0000000072142616,440,0.368746,0.876966,1,9.324e-08,7.909e-20,nan,nan,nan,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
chromaticindex1024-7,67583,270328,270328,pdhg-cpu,1e-08,feasible,3.0000000022999487,480,1.095259,1.494325,1,7.735e-08,0.000e+00,0.657314848,0.894669731,1.051937685,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
chromaticindex1024-7,67583,270328,270328,pdhg-cuda,1e-08,feasible,3.0000000003891127,440,0.370553,0.943037,1,1.191e-08,1.942e-20,nan,nan,nan,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
brazil3,14646,133185,133185,pdhg-cpu,1e-04,feasible,1.999998811677631,80800,37.583738,37.891371,1,9.810e-08,4.616e-06,13.825277312,28.317682881,nan,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
brazil3,14646,133185,133185,pdhg-cuda,1e-04,feasible,2.000000890809534,95680,7.493585,7.889752,1,8.523e-08,4.191e-06,nan,nan,nan,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
brazil3,14646,133185,133185,pdhg-cpu,1e-08,feasible,1.9999999975461507,194240,108.048788,108.48091,1,2.028e-10,3.687e-10,13.90979349,34.230190176,108.03324929,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
brazil3,14646,133185,133185,pdhg-cuda,1e-08,feasible,1.9999999998051388,166560,12.85629,13.285576,1,1.586e-11,5.704e-15,nan,nan,nan,d5d5271,Linux-x86_64,"NVIDIA L4 (compute 8.9, 22478 MiB VRAM)",2026-09-24T14:47:37+00:00,
