instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,reference_objective,absolute_gap,relative_gap,matches_reference,primal_residual,dual_residual,duality_gap,primal_residual_rel,dual_residual_rel,duality_gap_rel,success_rel_1e-6,success_rel_1e-9,success_abs_1e-6,success_abs_1e-9,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options
qbrandy,8a4b47ec7b9362027f8732c132ea8fad03fbd6049bbee416f4f15a50425ac937,220,249,2148,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",32949.43255104427,28375.115,4574.317551044271,0.1612087757545395,0,0.0030981304112809305,3.6996910759838686,8062.54432268973,1.0966015077163892e-06,6.741710399570561e-05,0.2446944817698902,0,0,0,0,,,0,5.643376,5.502803891,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qcapri,55c739bef51af3bbab10308d8f25b3466ff16340a40de4de55f5059906bac311,271,353,1767,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",55859727.51994613,66793293.0,10933565.480053872,0.16369256536062493,0,0.42460882005186207,3795.4014132778593,16440841.86980959,2.066506384975575e-05,0.000664770166035807,0.22739574540804508,0,0,0,0,,,0,8.898237,8.723469115,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qe226,61f2249ee62a41eaa01b76ab86e771a8923620c5993dd3e200c4bcd42bfb5d64,223,282,2578,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",218.01167416034795,212.65343,5.358244160347965,0.025197073756806864,0,0.0046490391953379895,0.09254186839141301,3.2457147504677835,0.0001958824732962315,0.0015281853005336447,0.014669407274692481,0,0,0,0,,,0,9.273357,9.097415015,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qetamacr,abc3bc27cbce055be49a08d0e4ef20f35fdc5e860bb014181d44e78a71f846d4,400,688,2409,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",79680.50722405073,86760.37,7079.8627759492665,0.0816024963465378,0,0.03847774682319954,0.8601823081020825,184.50288814782107,3.847774567989821e-05,1.4415338540741534e-05,0.0023101842457494428,0,0,0,0,,,0,24.16284,23.988719755,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qfffff80,4ca2d84c1f49b8d4c5ba36cb08a0e94e991e792395240af54d9302b2484857bd,524,854,6227,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",613879776.2962698,873147.47,613006628.8262697,702.0654011930766,0,3612.6765550263212,459464209.04870516,76810321521327.22,0.015993276625714214,0.008530045188637855,0.9999920079117239,0,0,0,0,,,0,18.840075,18.682059414,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qforplan,2950201445f260604706a03742e87ac1a256460f974a43138b4fe44ef96bc77d,161,421,4563,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",8409964810.798469,7456631500.0,953333310.7984686,0.12785039877570303,0,6.253347061943595,104337.84525437374,13386551159.397064,8.459614531831472e-07,0.0005657646185402185,1.5917487719102716,0,0,0,0,,,0,11.740266,11.556645016,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qgfrdxpn,3ef573eeb1320841d7c08bb5b3f2f3ee3d5b41e92f1f49e9a6a9ef427e073c73,616,1092,2377,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",100791275791.58565,100790590000.0,685791.585647583,6.804123139348455e-06,0,0.43782627702728405,8.819493266826544,1591178.0767364502,6.254661100389772e-06,5.433548590796588e-08,1.578686314107839e-05,0,0,0,0,,,0,13.91022,13.728464861,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qgrow15,507aadbae6387eb6d6b29cf651b896476e2e83ab86ddec97a33ac257e16f70c9,300,645,5620,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",-1131675.7473225622,-101693640.0,100561964.25267744,0.9888717156026419,0,2139.7520136592993,3.2873927878282276,78581578.98483752,0.19432760154828832,0.4696275411183182,0.9858031672257639,0,0,0,0,,,0,13.535936,13.33914573,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qgrow22,9180bc1963a4ca55a93cf06dd8c52a1bc2eecef7fbe0a75aae08a587e6d53a79,440,946,8252,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",-1139600.5578752737,-149628950.0,148489349.44212472,0.9923838230644854,0,1615.5942757281193,3.4849536427412198,110974476.04624967,0.2150081008623618,0.4978505203916028,0.9898353481347466,0,0,0,0,,,0,19.944297,19.758682097,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qgrow7,a9524dd366e038843edc0c1c4c5d3eeb2b6815ee9f785cc9ee4303a4c640676b,140,301,2612,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",-1191724.213985926,-42798714.0,41606989.78601407,0.9721551396617681,0,1897.2885348144273,2.978144764181957,33513266.971468963,0.07576823224705351,0.4254492520259939,0.9656613019257764,0,0,0,0,,,0,6.96714,6.785772504,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qisrael,7a4260bc9b96131179355a9feff20c6eff9ce696a3a9c6af9c496f32744a555f,174,142,2269,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25367603.3566993,25347838.0,19765.356699299067,0.0007797649921582688,0,0.18860369906760624,1.2485168359770409,9358.39058091119,1.1578019679472386e-06,3.534872078425046e-05,0.0003687750596035863,0,0,0,0,,,0,6.509531,6.347914592,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qpcblend,45aff6b9792885d2fe23e4971061fcce41fb35df683a1323c7b9241e4e78cbf9,74,83,491,feasible,"the in-process KKT check does not back the optimal claim (dual feasibility (columns): 9.994e-07 (3.102e-07 relative) on column 0); reported as feasible, not optimal (#590)",-0.007842500341409415,-0.0078425409,4.055859058500755e-08,4.055859058500755e-08,0,4.818817263763846e-09,9.99437606008513e-07,3.9939604064981316e-08,4.818817263763846e-09,1.6534404536781676e-07,3.9939604064981316e-08,0,0,0,0,1,,0,0.529426,0.349883437,180850,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qpcboei1,0d4e39f9458bb7b1ec45a44b63eef65411f1b013c8803ad6d43ef9b86e015428,351,384,3485,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",14542402.361292206,11503914.0,3038488.3612922058,0.2641264843680339,0,0.5356217172536717,31236.839254727816,17001060.4424666,1.0961332743028796e-05,0.004675943383241372,1.1690682199605928,0,0,0,0,,,0,9.552189,9.363427998,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qpcboei2,4d6a8c31327b8f40e66cfd564ae6d1957b287701005ece47fa4f9746c0f2dc00,166,143,1196,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",8013179.300401435,8171962.3,158782.99959856458,0.01943021685239108,0,0.836797353734652,43.94014385992523,131101.07055346388,8.872837783118585e-05,3.957222092143565e-07,0.016097317943646945,0,0,0,0,,,0,3.601783,3.282136419,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qpcstair,0764bfb65b3b46aa05d2d9eb396ff94cac3adfbecdb45ce4ec324134fc423d68,356,467,3856,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 3.731e-05 on row 210); reported as feasible, not optimal (#590)",6204387.477026538,6204387.5,0.022973462007939816,3.7027767862564703e-09,0,1.1578315195492905e-08,9.75812966430567e-07,0.0006816377863287926,4.4378364106910333e-11,9.756670649264571e-12,1.0986383246577444e-10,0,0,0,0,1,,0,0.632622,0.318093695,29650,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qpilotno,5ff788c9e6978855052ed27e36e2381ad021904abac2ae67d861e247294aafd8,975,2172,13057,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",3178043.9898848827,4728586.9,1550542.9101151177,0.327908303877236,0,11380.502521063527,640527970.9911641,10889182153909.832,0.1660911673684848,0.0001334104349171329,0.9999997081467628,0,0,0,0,,,0,29.577826,29.267293865,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qptest,0959aa0e31b8dc8239690a6390fc319d23c9a8467cf348164141a0e82fa92490,2,2,4,optimal,,4.37187461418018,4.371875,3.8581982053642605e-07,8.82504235680174e-08,1,9.025025238251771e-08,9.326828198652493e-09,1.5991647233093431e-06,4.512512822753596e-08,1.090857130900567e-09,3.657846723514098e-07,1,0,0,0,1,,1,0.24292,0.000181242,300,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qrecipe,297fa808e0e2d9073c93675053855ebadcaf8c62e04edd6e51f5823f52256ffa,91,180,663,optimal,,-266.61599016265285,-266.616,9.837347135999153e-06,3.689706220181517e-08,1,9.96695810329129e-07,0.0,1.2722992721592163e-05,4.983479011616954e-08,0.0,4.7720289044499666e-08,1,0,0,0,1,,1,1.683525,1.444904744,664750,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qsc205,d9e26beddd3ccf916590b44d3b5ea7c6ba1ec02526217552947ec96866698275,205,203,551,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",-0.0034513543821640645,-0.0058139518,0.0023625974178359353,0.0023625974178359353,0,0.4975729214634114,0.001427599112578621,0.0032374255329617675,0.012263844613191622,0.001427599112578621,0.0032374255329617675,0,0,0,0,,,0,3.514478,3.334413556,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscagr25,6d80d27e550b3736b71aa9ab2e977e5715deba9acf5b9abab134dc6178b97f1a,471,500,1554,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",201749813.55093253,201737940.0,11873.550932526588,5.885631097713493e-05,0,0.17275961578656052,0.18339111593081547,13847.785373687744,7.5192826062028804e-06,2.969761316925629e-06,6.863840481414775e-05,0,0,0,0,,,0,7.125667,6.946839489,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscagr7,6f7d5957423ca8b0e17af7fac8f3d29cfc877512aab148db78c1c843d55d3f29,129,140,420,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",26722271.154045917,26865949.0,143677.8459540829,0.005347953498835381,0,51.165923467863394,0.047229375941130414,143683.58938510716,0.007384520644842935,1.0084764010862589e-06,0.005348166136557612,0,0,0,0,,,0,2.325284,2.150807195,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscfxm1,6ee5617212fee6f47fb5ce65b950b03097a01f62cd93bb90dc5a096cfc8f6fa7,330,457,2589,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",16888292.831233997,16882692.0,5600.831233996898,0.0003317498911901549,0,2.589016550469392e-05,10.627883042666666,23298.054186481982,1.2593968706621698e-09,0.00013625547711649066,0.0013795387384208223,0,0,0,0,,,0,10.559968,10.402054019,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscfxm2,032df6e69ec16b33d421fc5136688b122d196de9a206022c33233834f4564092,660,914,5183,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",27794627.395051956,27776162.0,18465.395051956177,0.0006647928915433376,0,13.744187448748942,431.64429991199427,11643991.229670297,0.0006341377907997999,0.003684009763003203,0.4189295673646335,0,0,0,0,,,0,19.372791,19.204044869,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscfxm3,0fb68193cb7b45f9b25b6f469d39283ddeb94276e5e075a8743269ac05841695,990,1371,7777,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",30839423.905023087,30816355.0,23068.905023086816,0.0007485929151285678,0,14.961606070087788,470.4899657032667,28300976.15041152,0.0006627790129321563,0.0036426506882139605,0.9176882239295637,0,0,0,0,,,0,27.419305,27.185293705,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscorpio,bfa4f58f53cbf400616b94d496e7ceadca955413cb8ceeb69791cee84a58fdc3,388,358,1426,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 8.692e-07 (8.692e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",1880.511332637858,1880.5096,0.0017326378579127777,9.21366132835896e-07,0,,,,,,,0,0,0,0,,,0,0.532373,0.244664615,43800,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscrs8,c4468737efd79eafef3899024aae50789a9d66ab481e861a073d8ce473418a6a,490,1169,3182,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",3045.26118684389,904.56001,2140.7011768438897,2.366566234609343,0,0.6139245244719604,17766.73888618862,87190816.77157187,0.001955632692317604,0.0006585333469311868,1.0000349276181062,0,0,0,0,,,0,15.812068,15.593459781,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscsd1,cd45e4b1f0ba1c97e86b6206247b5d83da63941ee5d84f677452e2f5ca9c46b1,77,760,2388,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 3.851e-07 (3.851e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",8.66666410956389,8.6666667,2.5904361109496676e-06,2.9889647319074444e-07,0,,,,,,,0,0,0,0,,,0,0.206922,0.024833339,2350,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscsd6,a61fd2e3d899fb85cb99e0e768e2b052efb5deefe480c37a13ca25debf090c7b,147,1350,4316,feasible,"the in-process KKT check does not back the optimal claim (dual feasibility (columns): 3.412e-07 (1.272e-07 relative) on column 1239); reported as feasible, not optimal (#590)",50.808215049307165,50.808214,1.0493071656014763e-06,2.0652313533427415e-08,0,3.897529717109688e-08,5.282935386929921e-07,4.672665099292317e-07,3.332320045455548e-08,1.1813002659120684e-07,9.196672417556292e-09,0,0,0,0,1,,0,0.473596,0.313359822,16650,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qscsd8,7d5a8f4ff5e8f4d3a8de79b5cee97e9fb5f462aba8528eadcb3379efa548ed95,397,2750,8584,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 9.987e-07 (9.987e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",940.7635742191688,940.76357,4.219168886265834e-06,4.484834469372399e-09,0,,,,,,,0,0,0,0,,,0,11.082304,10.867536442,284200,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qsctap1,3bbdd5e7f04f206059a2caacbf0d1e78f72b4cdacc1b635309a9c67e9f649891,300,480,1692,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 2.692e-07 (2.692e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",1415.8611353639094,1415.8611,3.536390931913047e-05,2.4976962301690802e-08,0,,,,,,,0,0,0,0,,,0,1.365916,1.194727628,159450,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qsctap2,8c60e9ab769d23e71e06d8114cee67226c657e37968d173c7f0cd48121a6ec84,1090,1880,6714,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 1.302e-07 (1.302e-07 relative to the scale it was measured on), above the 1.0e-07 tolerance; it is not a feasible point",1735.026493388537,1735.0265,6.61146304992144e-06,3.810583325339089e-09,0,,,,,,,0,0,0,0,,,0,1.27007,1.111747507,42550,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qsctap3,2908dd924ac83c4669140781526abaf5b2d4d2683f24cbe910f8dfd28bb1bbe0,1480,2480,8874,feasible,"the in-process KKT check does not back the optimal claim (dual feasibility (columns): 1.359e-07 (1.359e-07 relative) on column 240); reported as feasible, not optimal (#590)",1438.7546772241858,1438.7547,2.2775814159103902e-05,1.5830227459277043e-08,0,8.117480954084044e-08,9.533405087580604e-07,4.366658231447218e-06,1.6234961908168103e-09,1.058266799733591e-08,3.035026253828738e-09,0,0,0,0,1,,0,1.523251,1.252735385,36100,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qseba,1471792d39921d2f394182651c967627aa844c623155a7aac8345331692b9e89,515,1028,4352,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",226378549.0771589,81481801.0,144896748.0771589,1.778271298607635,0,11.617960171797108,6195502.915810709,116994224918.09337,0.000858853947331259,0.0032905407867781385,0.9980687819173311,0,0,0,0,,,0,16.746253,16.571642103,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qshare1b,7b7dda1b4c80ebeaad405e4cb2b48c8ad30367d421e1f03e7276188d6b261933,117,225,1151,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",935828.7644063872,720078.32,215750.44440638728,0.2996208029237532,0,226.40602145960014,9962.520210268762,2132512244.081508,0.0028263539694520353,0.004477420036261571,0.9995613538588928,0,0,0,0,,,0,3.815944,3.6415406,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qshare2b,5b4f7d38e8b235588c23e3d93ae696c3a02dd2700f2860653d48eafc93dfcd5c,96,79,694,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",11612.647652200627,11703.692,91.04434779937219,0.0077791134455155,0,0.003835791116697962,1.3603302556649775,64.5987975005828,6.383664626916208e-05,0.0003738621012985311,0.005532023133950017,0,0,0,0,,,0,2.4877,2.316868484,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qshell,256e1e808adcf27175ea87b35acd6f63b940508666a956b0b7d46ace97fd3c7d,536,1775,3556,time_limit,"stopped at the time limit of 29.999s after 30.00s, 220800 iterations, 0 nodes",1572642565835.2961,1572636800000.0,5765835.296142578,3.666348960003084e-06,0,155.2527026464179,9.591401899328048,5993711.6162109375,0.0005460876775691169,1.2004163728669525e-06,3.8112357800943915e-06,0,0,0,0,,,0,30.269538,29.999199407,220800,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qship04l,e594bcc1f9d63a9e28c231b91f272da9cac1baae6e188f6f9e834ae26aa2568a,402,2118,6332,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 3.424e-06 on column 0); reported as feasible, not optimal (#590)",2420015.5341950594,2420015.5,0.034195059444755316,1.4130099350502224e-08,0,2.5770074962849776e-10,8.990273272502236e-07,1.9896775484085083e-05,2.045244044670178e-12,1.090953253573084e-10,8.221755275097067e-12,0,0,0,0,1,,0,0.426928,0.251858308,11550,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qship04s,219ea5310b164982a99d48ed2ec88b72985c10bab5a355e91329c963686cdb2f,402,1458,4352,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 2.701e-05 on column 0); reported as feasible, not optimal (#590)",2424993.6731676483,2424993.7,0.026832351926714182,1.1064916138427155e-08,0,1.099325075415436e-09,8.930529986628244e-07,7.267529144883156e-05,8.724802185831743e-12,1.0811835195617515e-10,2.996927053995133e-11,0,0,0,0,1,,0,0.310829,0.148974292,10600,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qship08l,12c3b595401cfc6083a207fbfa9aa91360598c2e745c8edde246f779eb6b7a98,778,4283,12802,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 2.924e-06 on column 0); reported as feasible, not optimal (#590)",2376040.616373532,2376040.6,0.0163735318928957,6.891099374689009e-09,0,6.374258065822147e-10,8.806926530269266e-07,0.00015535904094576836,5.058934972875785e-12,1.0858003366131507e-10,6.538568400936218e-11,0,0,0,0,1,,0,3.97424,3.797523233,23150,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qship08s,a666c5e19e83bb7b1039a48318d88fb738e4ad3d635e8677d06192b82a1c4771,778,2387,7114,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 3.445e-06 on column 2); reported as feasible, not optimal (#590)",2385728.8511243653,2385728.9,0.04887563455849886,2.048666743253974e-08,0,1.4543667936628424e-09,4.022112989332527e-07,0.00027055153623223305,1.1542593600488658e-11,4.958837368182132e-11,1.1340414317161128e-10,0,0,0,0,1,,0,0.895749,0.727197215,11850,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qship12l,28b6cb352828b682150257a89615d268f2b30ae80ca15bbf7e9bbfb38c1607fc,1151,5427,16170,time_limit,"stopped at the time limit of 29.9981s after 30.00s, 111649 iterations, 0 nodes",3018872.306629055,3018876.6,4.293370944913477,1.4221750385270722e-06,0,0.00013584158884816233,0.203325968856916,8.765621166676283,1.4740147006315812e-06,1.44197106840636e-05,2.903599365755239e-06,0,0,0,0,,,0,30.205368,29.998487286,111649,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qship12s,01869f9a7350fdee48fd37f754a786b348be31ffd8ab133b380d9a9926655134,1151,2763,8178,feasible,"the in-process KKT check does not back the optimal claim (complementary slackness: |multiplier| * slack = 2.270e-04 on row 13); reported as feasible, not optimal (#590)",3056962.2495160643,3056962.3,0.05048393551260233,1.651441220344861e-08,0,1.5627499294623703e-11,9.897802328850958e-07,0.0003940826281905174,1.6933118203947096e-13,7.01224875226077e-11,1.2891314842141123e-10,0,0,0,0,1,,0,15.827051,15.643739893,191050,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qsierra,cf01953680e0151f47817e43f65ef28dd827d245f1e4fddc815e6a0fd5174dd1,1227,2036,7302,time_limit,"stopped at the time limit of 29.9995s after 30.00s, 984954 iterations, 0 nodes",108719446.4563101,23750458.0,84968988.4563101,3.5775726285493143,0,168.6955137278921,5.684341886080802e-14,39304877316029.53,0.004074962710419305,8.496841692517139e-23,1.000002766062499,0,0,0,0,,,0,30.253227,29.999575099,984954,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qstair,3ddbeb67b08eb0b5ab73ddf976ebcaa3d8b2a07da75272bd8ffcf06e86ac5ffb,356,467,3856,feasible,"the in-process KKT check does not back the optimal claim (dual feasibility (columns): 9.551e-07 (9.551e-07 relative) on column 88); reported as feasible, not optimal (#590)",7985452.75713754,7985452.8,0.042862460017204285,5.3675678875973425e-09,0,3.612945320696781e-08,9.789414434635546e-07,0.0003852425143122673,1.3848013436175256e-10,1.5938055401439553e-11,4.824303969088421e-11,0,0,0,0,1,,0,1.411698,1.127153435,90050,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
qstandat,289f34fe700e68dd14db6c3ccf4ff835d9eac1dedf7b330bf7866f85eb612fa7,359,1075,3031,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",6351.336285832176,6411.8384,60.50211416782349,0.009436001095695657,0,0.03955398193798665,0.03463144959699904,94.21074782150299,4.026610145291036e-05,4.0938634719602584e-06,0.014616408402515275,0,0,0,0,,,0,13.974924,13.775621646,1000000,qp-condat-vu,30.0,58a8374,Linux-x86_64,2026-09-25T12:53:00+00:00,qp_tolerance=1e-6 qp_primal_weight_pid=true qp_halpern=true
