instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,cuts_applied,cut_filter,root_bound,root_bound_after_cuts,root_gap_closed,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options,threads,restarts,reduced_cost_fixings,seed,permuted_sha256,time_to_first_feasible,primal_integral,incumbents,incumbent_trace_recorded,certificate,certificate_check_seconds
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,"stopped at the time limit of 59.9999s after 60.00s, 0 iterations, 99009 nodes",8.000000000000039,1.0,0.0,8.000000000000039,1.0,0,0,1,99009,0,gomory 4: 4 too_dense; mir 8: 8 too_dense,0.0,0.0,0.0000,60.817914,60.000057022,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,0.002304,53.846355,8,1,,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,"stopped at the time limit of 59.9999s after 60.00s, 0 iterations, 40318 nodes",23.99999999999996,11.0,2.39799954135857,21.602000458641392,0.9000833524433928,0,0,1,40318,0,gomory 15: 15 too_dense,0.0,0.0,0.0000,60.748095,60.000135499,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,0.942368,36.940564,13,1,,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,"stopped at the time limit of 59.9998s after 60.01s, 0 iterations, 40094 nodes",1129327.99999961,764771.99999978,241456.68817193972,887871.3118276703,0.7861943667632229,0,0,1,40094,30,"gomory 129: 129 accepted; mir 256: 246 accepted, 10 duplicate",28693.99999999998,193698.6451612903,0.1499,60.798531,60.005355933,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,8.951640,28.051689,4,1,,
mas76,91f624659e181538020e0c627910f02ffa6b355d6df708ef324e697a69485a74,12,151,1640,150,feasible,"stopped at the time limit of 59.9999s after 60.01s, 0 iterations, 44484 nodes",41736.75168535156,40005.05398999999,39430.15935361181,2306.5923317397537,0.055265257563139575,0,0,1,44484,0,gomory 11: 11 too_dense,38893.90364052266,38893.90364052266,0.0000,60.757488,60.007679115,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,0.995009,5.600022,13,1,,
neos-3754480-nidda,63f322dd9be49acf31f7579d8f04e3bb578bdd7ca7d3525683384190c9a8bf7f,402,253,1488,50,feasible,"stopped at the time limit of 59.9998s after 60.01s, 0 iterations, 1843 nodes",15638.672746083264,12941.73838561778,-768465.8287990447,784104.501545128,50.13881384157159,0,0,1,1843,0,gomory 41: 41 too_dense,-1216923.270104403,-1216923.270104403,0.0000,60.901014,60.009821498,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,1.090584,11.830688,5,1,,
glass4,0d6e6ceaf921e5d5489b9926fdfed2ce0aa25fd9acfa9deb6794669b56b59591,396,322,1815,302,feasible,"stopped at the time limit of 59.9998s after 60.00s, 0 iterations, 8862 nodes",3200029550.0000277,1200012599.972384,800003550.0,2400026000.0000277,0.7500011992076783,0,0,1,8862,30,"gomory 72: 36 accepted, 36 duplicate; mir 71: 35 accepted, 36 duplicate",800002400.0,800002400.0,0.0000,60.655921,60.002068197,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,34.237393,50.460644,3,1,,
mad,0109c5aefd23dbe6d46dd84ab4ad451eab329904249b7acaa38e9a0c94a6bc7a,51,220,2808,200,feasible,"stopped at the time limit of 59.9997s after 60.01s, 0 iterations, 12503 nodes",0.624199999999999,0.0268,-1.1947512884964667e-15,0.6242000000000002,0.6242000000000002,0,0,1,12503,5,"gomory 19: 19 too_dense; mir 18: 5 accepted, 13 too_dense",-4.2585791176643604e-16,-9.997499366496248e-17,0.0000,60.841432,60.005342805,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,1.034461,58.682166,14,1,,
tr12-30,94f8cf2fd2fc920ed6ea2452b0755aeec110eb8404716554485c25e7a1e06a3d,750,1080,2508,360,feasible,"stopped at the time limit of 59.9997s after 60.01s, 0 iterations, 19567 nodes",196171.0,130595.9999999999,26590.17995558926,169580.82004441074,0.8644540734584151,0,0,1,19567,30,gomory 340: 340 accepted; mir 340: 340 accepted,18124.17451832871,22904.232068660192,0.0268,60.908617,60.014595426,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,7.752512,25.275370,3,1,,
neos-3627168-kasai,adf4a013825ad2932531128132c387eab68470ca087e23ea5cca4d2930954d7e,1655,1462,5158,535,feasible,"stopped at the time limit of 59.9995s after 60.01s, 0 iterations, 1496 nodes",991055.34,988585.6199999998,958687.8844444443,32367.455555555644,0.0326595844340596,0,0,1,1496,30,"gomory 176: 103 accepted, 49 too_dense, 24 coefficient_ratio; mir 280: 280 accepted",945808.0955555545,945808.0955555526,0.0000,60.773304,60.01255993,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,7.761448,8.063758,4,1,,
csched007,7d9ffe638f906498f432519c66db4570704070afdb88435a4bb75e5641f09973,351,1758,6379,1457,time_limit,"stopped at the time limit of 59.9995s after 60.01s, 0 iterations, 1064 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,350.9999999999955,290.81326735530456,inf,inf,0,0,,1064,30,"gomory 10: 7 accepted, 1 too_dense, 2 duplicate; mir 66: 60 accepted, 6 duplicate",269.2515873015853,280.4162422619635,,60.867740,60.006584974,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,,60.006585,0,0,,
neos-4338804-snowy,a8111bbb59ae6b28be2253e0532c9e628749e7c7cc7d1a1603992ec079f7eb04,1701,1344,6342,1302,time_limit,"stopped at the time limit of 59.9995s after 60.01s, 0 iterations, 1554 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,1471.0,1447.0,inf,inf,0,0,,1554,30,gomory 204: 204 accepted; mir 2: 2 accepted; zero_half 3: 3 accepted,1447.0,1447.0,,62.250017,60.005039455,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,,60.005039,0,0,,
mc11,55f4d9c9d2022cffeb3e07cd7398753f5aab720f16fa49ab17223375bab83874,1920,3040,6080,1520,feasible,"stopped at the time limit of 59.9986s after 60.00s, 0 iterations, 3172 nodes",13380.0,11688.99999999966,879.0,12501.0,0.934304932735426,0,0,1,3172,30,gomory 362: 362 accepted; mir 34: 34 accepted,608.8443396226417,883.8461273668289,0.0215,62.059087,59.999154598,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,15.902282,23.081410,4,1,,
mik-250-20-75-4,1fa6126895fa59d1c613787ad19bb10e6080a39207224b018a43b95440dca4ef,195,270,9270,250,feasible,"stopped at the time limit of 59.9996s after 60.02s, 0 iterations, 11886 nodes",81858.0,-52301.0,-59095.89888239163,140953.89888239163,1.7219318683866163,0,0,1,11886,0,gomory 74: 74 too_dense; mir 75: 75 too_dense,-61651.2270975332,-61651.2270975332,0.0000,60.857486,60.022565798,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,12.075998,60.022566,1,1,,
n5-3,48efedf21c4057851a4ef7efc79fbbcbd292b68ee5f6b6a16e904d11ab11bacc,1062,2550,9900,150,feasible,"stopped at the time limit of 59.9992s after 60.00s, 0 iterations, 7264 nodes",9200.0,8104.999999993999,5438.30615677545,3761.6938432245497,0.40887976556788586,0,0,1,7264,30,"gomory 39: 39 accepted; mir 62: 29 accepted, 33 duplicate",2883.8235294117653,4753.037677958765,0.2959,60.856247,59.999433922,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,2.523606,12.062117,18,1,,
rococoC10-001000,672eff60e166bf14a0ac4781bcf4fcce443c24851e510f69555c1447fb6729c2,1293,3117,11751,3117,time_limit,"stopped at the time limit of 59.999s after 60.03s, 0 iterations, 487 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,11460.0,8283.0,inf,inf,0,0,,487,30,"gomory 121: 108 accepted, 10 too_dense, 3 coefficient_ratio",7515.271029411764,8282.108681537495,,60.792351,60.033444101,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,,60.033444,0,0,,
uct-subprob,509d9d593796d1234e4f831bbab22c7f289e45a145b24c58e310c9d3faa23216,1973,2256,10147,379,feasible,"stopped at the time limit of 59.9989s after 60.13s, 0 iterations, 422 nodes",353.0,314.0,251.4308943089431,101.5691056910569,0.28773117759506206,0,0,1,422,30,"gomory 183: 77 accepted, 104 too_dense, 2 duplicate; clique 10: 10 accepted",242.00000000000003,243.20000000000005,0.0108,60.842423,60.12853797,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,6.933002,12.810129,1,1,,
qap10,86c1f147d75688fe154f9dd402032f0c3b8ce164a70e4d0e350fec6c00d20c66,1820,4150,18200,4150,time_limit,"; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,339.9999999983871,-inf,inf,inf,0,0,,1,0,,nan,nan,,60.654884,60.00464083,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,,60.004641,0,0,,
reblock115,cfc1223e622ed133400b5614cd382b6aa9a84fabfcea63510158b6c16e1e951c,4735,1150,13724,1150,time_limit,"stopped at the time limit of 59.9991s after 60.05s, 0 iterations, 347 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,-36800603.2332,-37689806.77566432,inf,inf,0,0,,347,30,gomory 1026: 1026 accepted,-39365983.33734707,-38885893.56351023,,60.912887,60.05422261,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,,60.054223,0,0,,
roll3000,47a0a827ac2d697b717fb55401afa5de9e042f026d6a462fb97d968a869d282d,2295,1166,29386,738,time_limit,"stopped at the time limit of 59.9982s after 60.04s, 0 iterations, 355 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,12889.999992,11105.945809820989,inf,inf,0,0,,355,30,"gomory 92: 64 accepted, 28 too_dense; mir 88: 81 accepted, 7 duplicate; clique 6: 3 accepted, 3 duplicate; zero_half 67: 67 accepted",11097.127676855098,11097.930169943162,,61.015742,60.038185916,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,,60.038186,0,0,,
neos-3024952-loue,6c5f4b9dcb2bf75ce068fb2eea1a2ce911b028390e0fe6b98bd6ddb8690be5cb,3705,3255,17310,3255,time_limit,"stopped at the time limit of 59.9989s after 60.01s, 0 iterations, 564 nodes; no feasible point had been found when the limit stopped the search, so none is reported (the objective is the worst representable value, not a solution)",inf,26756.0,22911.0,inf,inf,0,0,,564,30,"gomory 450: 416 accepted, 34 too_dense; mir 242: 242 accepted; zero_half 1041: 1041 accepted",22881.999999999996,22910.699999999993,,60.737956,60.012735743,58a8374,Linux-x86_64,2026-09-25T15:45:01+00:00,gpu_batch_nodes=true gpu_batch_strong_branching=score,1,0,0,0,,,60.012736,0,0,,
