instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,highs_objective,relative_difference,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options
brazil3,28cfec922c8c239645c823b7746ae221e38a6208e827a9f040ddf50d9203d125,14646,23968,133184,optimal,"; crossover did not reach a vertex (not_solved after 5275 pivots, 1.29s), the interior point's answer stands",2.000000000075912,,,1,,1,2.9776880999997957,2.7476323,15,ipm,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:27+00:00,algorithm=ipm crossover_from_nonoptimal=true
