instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,reference_objective,absolute_gap,relative_gap,matches_reference,primal_residual,dual_residual,duality_gap,primal_residual_rel,dual_residual_rel,duality_gap_rel,success_rel_1e-6,success_rel_1e-9,success_abs_1e-6,success_abs_1e-9,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options
cont-050,9c452ffc27f314a3d791d997221209ad49e9903a368c803ed714c75643a0e916,2401,2597,12005,optimal,,-4.563850923537396,-4.5638509,2.3537396032224933e-08,5.157354293109122e-09,1,8.517921930295547e-09,0.0,1.4436064091682965e-05,2.4336919800844417e-09,0.0,3.1631222558553955e-06,0,0,0,0,1,,0,14.339272,14.2975302,469850,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cont-100,79066914e40a8c3f40db52502fb2d4d197d531a7b88751bdc0c4cdb43e0faff4,9801,10197,49005,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",-4.644374125915887,-4.6443979,2.377408411380344e-05,5.118873237326078e-06,0,4.093625252778524e-06,0.0,0.0005470974259775829,1.1696072150795783e-06,0.0,0.00011778400529771906,0,0,0,0,,,0,117.691688,117.599268,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cont-101,80e75837b280a2fe148dd23af99f142e7e3827275c0969f742d53dc35e6358d9,10098,10197,49599,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.140577262864388,0.19552733,0.05495006713561201,0.05495006713561201,0,0.0008519883314484847,0.0,2.4384120083961403,9.823951933452771e-05,0.0,1.0611781430922071,0,0,0,0,,,0,117.706486,117.6332059,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cont-200,2c46760c82c4cbbd029c53ab3cb0a1132e96d58afc78e36b1dee7d34a0c5705a,39601,40397,198005,time_limit,"stopped at the time limit of 299.979s after 299.98s, 618267 iterations, 0 nodes",-4.656165407869832,-4.6848759,0.028710492130167964,0.006128335679109017,0,0.00025909010410513035,0.0,3.7293234523337055,7.597821245343466e-05,0.0,0.4447353654039903,0,0,0,0,,,0,300.314961,299.9794291,618267,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cont-201,497f6bb826031776a79f55252f7c23587195d3759e50c94d5bbc8cdc4b2bd06a,40198,40397,199199,time_limit,"stopped at the time limit of 299.979s after 299.98s, 684000 iterations, 0 nodes",0.08595597547567568,0.19248337,0.1065273945243243,0.1065273945243243,0,0.0007331869964146698,0.0,14.265702984074997,0.0001748805329198519,0.0,1.0060618835740545,0,0,0,0,,,0,300.22221,299.9793927,684000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cont-300,f4001c2ebe5aac243f838ed198818beb1de07a140e5401173a6e93c79fbc0c58,90298,90597,448799,time_limit,"stopped at the time limit of 299.953s after 299.95s, 260281 iterations, 0 nodes",0.012121004888112796,0.19151232,0.17939131511188722,0.17939131511188722,0,0.0004723475027490487,0.0,48.12293123718751,6.465343136677096e-05,0.0,1.0002519393215286,0,0,0,0,,,0,300.522689,299.9545195,260281,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp1l,83c03debbb3201adfd09dfcfabe3541ebb4c70626bc7fba003a7e55e5dd12cdf,5000,10000,14998,model_error,"the quadratic objective is not convex: sparse LDL^T reached -0.00353259 at column 6580 (C---6581) in minimization sense; that exhibits a direction in which the objective curves downward, so the model ",0.0,108704800.0,108704800.0,1.0,0,,,,,,,0,0,0,0,,,0,0.101607,0.037022,0,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp1m,ca7bdb6fc942ea1ddb1384b18d4c63e0bea8c30672914daa30c4d0640a26344b,500,1000,1498,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",1038951.3053957401,1087511.6,48560.29460426001,0.04465266816856023,0,0.16047346748192126,0.0,14953.30135218706,0.02604888541911283,0.0,0.014188477075101744,0,0,0,0,,,0,13.983732,13.9592949,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp1s,481bf3df4058cb0721493d537fea18158f5d148a5678bf80badcc7090b886eb7,50,100,148,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",11590.714787855635,11590.718,0.0032121443655341864,2.771307494095004e-07,0,1.647598944387596e-06,0.0,0.0033273188819293864,2.745997486595567e-07,0.0,2.87067535321498e-07,0,0,0,0,,,0,3.6013,3.5689356,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp2l,65df66df056a944c4d2578140100f4c01da903c5b7a80c8df1b53e84f1d68ff5,2500,10000,7499,model_error,"the quadratic objective is not convex: sparse LDL^T reached -0.00353259 at column 6580 (C---6581) in minimization sense; that exhibits a direction in which the objective curves downward, so the model ",0.0,81842458.0,81842458.0,1.0,0,,,,,,,0,0,0,0,,,0,0.101774,0.033968,0,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp2m,54b6275cb56d2a06527e9c265a4b4fcb2f09a162ead9819989bb836daa421a9c,250,1000,749,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",820155.4293408551,820155.43,0.0006591449491679668,8.036829667371303e-10,0,2.8530371576351854e-07,0.0,0.0016708681359887123,4.755061760991078e-08,0.0,2.037257906013707e-09,0,0,0,0,,,0,12.946277,12.9096125,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp2s,c7131355e795b3e6bdc8ac5736f9a6c18afe055f7a194deef27e92d45980432c,25,100,74,optimal,,8120.940471891981,8120.9405,2.8108018341299612e-05,3.461177722124625e-09,1,9.846328197227194e-09,0.0,5.248948582448065e-06,1.6410546968448053e-09,0.0,6.463473777726812e-10,1,0,0,0,1,,1,0.174198,0.1430496,42500,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp3l,af77954ea31b284296c729cffebfd59d93382c2e72a59757aa9679c7309d4b6f,7500,10000,22497,model_error,"the quadratic objective is not convex: sparse LDL^T reached -0.00353259 at column 6580 (C---6581) in minimization sense; that exhibits a direction in which the objective curves downward, so the model ",0.0,115711100.0,115711100.0,1.0,0,,,,,,,0,0,0,0,,,0,0.107456,0.0350065,0,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp3m,9c59cef2a949cdb0e618a07585ac147d724a407ada4f7c60244f110050f5b708,750,1000,2247,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",1094161.4221881267,1362828.7,268667.27781187324,0.1971394334532823,0,0.18887619812662848,0.0,11678.794733963441,0.03070639672720329,0.0,0.01056101465225173,0,0,0,0,,,0,15.362136,15.3292275,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
cvxqp3s,e8676449606aaccd1b94d2b0f5e9b8cf71b8e78cfa503bc796e888101557dd01,75,100,222,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",11941.385102556504,11943.432,2.0468974434970733,0.00017138268493487242,0,0.0020386471999227496,0.0,1.3127344113854633,0.0003396939096267263,0.0,0.00010991941932265713,0,0,0,0,,,0,3.76837,3.7389677,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dpklo1,7a49c5707a22c8fc45f7ad74c848d7a3fa872ea98d6fb8356d253686e0a61c16,77,133,1575,optimal,,0.3700962171142686,0.37009622,2.8857313760788372e-09,2.8857313760788372e-09,1,77.00000000121935,6.329837385959849e-09,12.368204479968254,2.1076357823740395,6.329837385959849e-09,1.0308462141702857,0,0,0,0,0,[FAIL] row activity                worst violation 7.700e+01 (2.157e+01 relative to the row's terms) on 1,0,0.047328,0.0169468,3900,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dtoc3,4efa5db5f426966bb5b817a36877b9e533667406d65028b62f47ba13a967105e,9998,14999,34993,optimal,,235.26250817601908,235.26248,2.8176019071679548e-05,1.1976418454689224e-07,1,9.762826991277507e-09,0.006000399999999025,0.0901073741304117,6.199996670276056e-10,0.00021736199644696428,0.00038300779341770403,0,0,0,0,0,"[FAIL] dual feasibility (columns)  worst 6.000e-03 (2.173e-04 relative) on C---5002; [FAIL] complementary slackness     worst |multiplier| * slack = 6.000e-03 on C---5002; [FAIL] strong duality              primal 2.352625081760e+02  dual 2.351724008019e+02  gap 9.011e-02 (relative 3.830e-04), 1.789",0,32.361671,32.2798506,250450,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dual1,c165e806991da952d0dae38a289490a82771f1b6342984618ac5ae6478662ea9,1,85,85,optimal,,0.03501296573386889,0.035012966,2.661311102047925e-10,2.661311102047925e-10,1,1.0554446205901513e-11,0.0,1.0157655340459204e-07,1.0554446205790117e-11,0.0,1.0157655340459204e-07,1,0,1,0,1,,1,0.072586,0.0510564,5650,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dual2,53f2a1294dc37eea4b85a28316d963e60e64a2eec8caaafecad8384060a4735d,1,96,96,optimal,,0.0337336759171937,0.033733676,8.280629654189298e-11,8.280629654189298e-11,1,5.7095072003576774e-09,0.0,1.8493744225606124e-07,5.7095072003576774e-09,0.0,1.8493744225606124e-07,1,0,1,0,1,,1,0.046595,0.0167295,1550,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dual3,93f1c373146281bc484ae0c6183c57e7be579453ce83991e2444077cbc728b55,1,111,111,optimal,,0.13575583697030272,0.13575584,3.029697270839904e-09,3.029697270839904e-09,1,7.149998371147603e-10,0.0,3.7180654222090936e-07,7.149998366035355e-10,0.0,3.7180654222090936e-07,1,0,1,0,1,,1,0.051434,0.0248936,1900,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dual4,f6656ad52db385831aef4c04069f99328f0e646e929404f3a2b5c15e6a836dd1,1,75,75,optimal,,0.7460908398457453,0.74609084,1.5425472010832664e-10,1.5425472010832664e-10,1,2.3325458231582274e-09,0.0,5.877528463926751e-10,2.3325458231582274e-09,0.0,5.877528463926751e-10,1,0,1,0,1,,1,0.035666,0.0097941,1300,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dualc1,52afa052a0aedf1c8b2398b179d564ba8f15a8e5e72420978e129a221c9ce8ff,215,9,1935,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.529745389774935,6155.2508,6154.721054610225,0.9999139360186957,0,0.9915624192795058,0.0,279.02955362841436,0.05800463212127624,0.0,0.9981050696877715,0,0,0,0,,,0,2.62878,2.6087251,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dualc2,da818670a4ebdbede82540bf6362f6efc1ab06144d293c6d43c6695e0cacd2aa,229,7,1603,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",5.773191917396829,3551.3077,3545.534508082603,0.9983743475910587,0,0.9714517838975116,0.0,409.71660364117156,0.015211648813182025,0.0,0.9861050933642411,0,0,0,0,,,0,2.486377,2.4572511,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dualc5,39b045ef5174a7b779c0dc433d6ea527333e71e34640190de1add9d036bb1c8f,278,8,2224,optimal,,427.2323272022154,427.23233,2.7977845888926822e-06,6.54862563629649e-09,1,9.255785027306729e-10,0.0,4.4132963239462697e-07,1.5426308364566291e-12,0.0,1.0329968129629365e-09,1,0,1,0,1,,1,0.063288,0.0367171,15700,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
dualc8,89803bc784662170530ae8ab265cb2a4703bbef287085703c4e6af0d8aeda4a8,503,8,4024,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.7777487924883805,18309.359,18308.581251207514,0.9999575217902229,0,0.997050824297616,0.0,509.8364271886342,0.16844932583748243,0.0,0.9984768366624488,0,0,0,0,,,0,2.549801,2.5229182,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
exdata,52ff38200a11eab611af9eb5fbf4eab03b8c6f1136227952d5c87e5e3909b7b8,3001,3000,7500,time_limit,"stopped at the time limit of 299.967s after 299.97s, 136162 iterations, 0 nodes",-139.38537331182573,-141.84343,2.458056688174281,0.01732936582381208,0,0.006955153862383767,0.012141705855865867,1.467965940388268,0.00034769746489019183,0.0030792128709919726,0.010421946317926783,0,0,0,0,,,0,300.893154,299.9702023,136162,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
genhs28,acadeb848d71d7ccace41451d78e6cf710a985daaa265e84debbff010c5a1560,8,10,24,optimal,,0.9271736940520505,0.92717369,4.052050472935775e-09,4.052050472935775e-09,1,2.4752994098875547e-09,5.871658270706348e-09,1.0792988724972474e-10,2.475299404241182e-09,4.014594481873574e-09,1.0792988724972474e-10,1,0,1,0,1,,1,0.026645,0.0021179,750,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
gouldqp2,a786b3cc98cb4c75397de32bf7ff6105e562473dd3fe286ef77e4fd79b60f6c9,349,699,1047,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.00018431298392653644,0.00018427534,3.764392653645451e-08,3.764392653645451e-08,0,4.99214503069112e-10,0.0,5.426163219257553e-07,1.50263978649744e-11,0.0,5.426163219257553e-07,0,0,0,0,,,0,7.845056,7.8211941,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
gouldqp3,4b2629a5589d9543515ef77023a904545efeeb9feb6a27a84b0f652ad4c936f9,349,699,1047,optimal,,2.0627839715234586,2.062784,2.8476541569233405e-08,1.3804907139687627e-08,1,1.5500749381974765e-09,0.0,6.657501216977835e-10,4.652934453420029e-11,0.0,3.227435014422301e-10,1,1,1,0,1,,1,0.038494,0.0056832,650,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs118,78bdddede419c9fe212edc9d5725876fb307a83eb338815f8ebe8bdc0f633040,17,15,39,optimal,,664.8204500131691,664.82045,1.3169028534321114e-08,1.980839869519825e-11,1,5.517492240869615e-09,0.0,1.4404051853489364e-06,5.517492240808718e-11,0.0,2.166607819179456e-09,1,0,0,0,1,,1,0.058518,0.0289332,12450,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs21,2026bc5a854c9e12c3317c0a281268ba74c1233436a2f3540e62bd1dd6d934ec,1,2,2,optimal,,-99.96,-99.96,0.0,0.0,1,0.0,0.0,1.4210854715202004e-14,0.0,0.0,1.4216541331734696e-16,1,1,1,1,1,,1,0.024372,0.0002014,50,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs268,5297c2920c31b3c92173e426f3fee31617caebc435aaeac18ad46c780be49b88,5,5,25,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.011059869184464333,5.7310705e-07,0.011059296077414333,0.011059296077414333,0,0.0,0.02802232640978275,0.15998079914788832,0.0,8.194141882502704e-07,0.15998079914788832,0,0,0,0,,,0,2.488202,2.4638625,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs35,e8ef393def15d86bd4d9a2d463b6a19a4bfd43b71164e27a6e6ecbcf9979cd82,1,3,3,optimal,,0.11111111087281778,0.11111111,8.72817776387258e-10,8.72817776387258e-10,1,1.0723271159918113e-09,7.716438599203457e-11,3.8277647718132357e-10,3.574423718695054e-10,9.645548249004321e-12,3.8277647718132357e-10,1,1,1,0,1,,1,0.025277,0.000447,150,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs35mod,d7bdecfb4c425d5fbb6e3ba4321a7193bbec0e40c4aedf79d6d5f5739c5e5023,1,3,3,optimal,,0.24999999999999822,0.25,1.7763568394002505e-15,1.7763568394002505e-15,1,0.0,4.3662762294616186e-10,1.864606247181655e-10,0.0,5.457845286642923e-11,1.864606247181655e-10,1,1,1,1,1,,1,0.026508,0.0004278,150,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs51,479ba38c0dd9a3415268c350cf4b668bf28ae1f971010dbbe47aa43e38bcc040,3,5,7,optimal,,0.0,8.8817842e-16,8.8817842e-16,8.8817842e-16,1,3.010432902961213e-09,5.98665681794181e-10,1.914592928642378e-09,7.5260822554749e-10,1.496664202319297e-10,1.914592928642378e-09,1,0,1,0,1,,1,0.021661,0.0014592,600,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs52,98d7f7ed93b1ad9694f9b55ae59343b79e919f53d108b7eadce3e22aa151b8b7,3,5,7,optimal,,5.3266474834204764,5.3266476,1.1657952381227688e-07,2.1886096578320082e-08,1,7.912356811412558e-09,5.501291422405075e-09,8.090189407283788e-08,7.912356811412558e-09,1.3753228556012687e-09,1.5188144718774874e-08,1,0,1,0,1,,1,0.019702,0.0020374,800,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs53,3a44acf3d130ce39f1fbe35963745d7a1b30354e99fcd938f80d05c830ed2011,3,5,7,optimal,,4.093023212256625,4.0930233,8.774337434402923e-08,2.1437301454899913e-08,1,5.8707712025096725e-09,0.0,2.9753799424270255e-09,5.8707712025096725e-09,0.0,7.269394249595949e-10,1,0,1,0,1,,1,0.024039,0.0018302,700,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hs76,392b7f31f2e174b2a7ff28f7ae40b5411e4dd1f47a75adf5c5f2b4b1b7c30df6,3,4,10,optimal,,-4.68181817406548,-4.6818182,2.5934520309078835e-08,5.5394120833395095e-09,1,0.0,5.772464062303584e-09,7.036650373493103e-09,0.0,1.924154687434528e-09,1.5029738686717927e-09,1,0,1,0,1,,1,0.024393,0.0005462,150,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
hues-mod,6e9456bd489060a2cdafe5886f88ca2c67d3388292a52458ddd2c75adfae0615,2,10000,19819,optimal,,34824463.87436684,34824690.0,226.1256331577897,6.493256168476725e-06,0,5.828269422636367e-09,5.408110683383621e-07,0.00024953484535217285,6.118988363445144e-13,2.838935877812497e-07,7.165504291770565e-12,1,0,0,0,0,[FAIL] dual feasibility (columns)  worst 5.408e-07 (5.408e-07 relative) on C------3; [FAIL] complementary slackness     worst |multiplier| * slack = 1.278e-05 on C----178,0,0.129148,0.0800562,1150,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
huestis,a2cbfcdabd1669e41cb27c27d6ead945a6d82187ddaa47e718137c8ea9c2a849,2,10000,19819,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",348244626092.13904,348246900000.0,2273907.860961914,6.529585363033854e-06,0,8.343053991666238e-06,0.005408110502722134,12638.11865234375,8.759212670319786e-10,2.8389358432321386e-07,3.629092094116321e-08,0,0,0,0,,,0,73.866069,73.8153443,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
ksip,204e3f28cb1e21f89f89d32b1e198c639ee4cf8f3d5d881c6d781889889ea559,1001,20,18128,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",0.5757924737433843,0.57579794,5.466256615682674e-06,5.466256615682674e-06,0,4.952871744845488e-06,4.005646708771238e-08,2.22035679342536e-06,4.952871744845488e-06,3.395773744933383e-08,2.22035679342536e-06,0,0,0,0,,,0,19.243139,19.196591,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
laser,fa2f8ceb861346da2d0e23794ae0f8e28dad4b9ae838ab41f2eb7621796f2047,1000,1002,3000,optimal,,2409601.3454815038,2409601.4,0.05451849615201354,2.262552476605199e-08,1,7.137714419513941e-09,8.125766726152506e-10,0.00011600274592638016,2.0127424989101174e-11,1.035129519233295e-12,4.814188294604096e-11,1,1,0,0,0,[FAIL] complementary slackness     worst |multiplier| * slack = 3.149e-06 on R506,0,0.057049,0.0274204,2050,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet1,327240b19583d2a1653ecc5324a510cfae37bfffa3672a5e87a1a1544ee8a07a,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25.002292793579727,36.122402,11.120109206420274,0.3078452315109132,0,1.0833695187353887e-05,1.7161422588563013e-08,0.0010451538519191672,1.0833695187353887e-05,1.5614068409210274e-08,4.180057295217681e-05,0,0,0,0,,,0,98.325367,98.2522735,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet10,4c1b8237a1ba547fbb11213de81d079cadffa61e75e0d3e22b3993b8d4be14e3,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25.001832231734625,49.485785,24.483952768265375,0.49476739165126665,0,3.581009297537463e-06,6.58839317824178e-09,0.00026306715517421253,3.2611452963838164e-06,5.989611696902444e-09,1.0521804353967517e-05,0,0,0,0,,,0,97.978393,97.9147937,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet11,b57bc4347fdb0fc23be87851b2c1e89d13fa27722cf9f09b1b9d745e0e512f59,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",24.999230015706416,49.523957,24.524726984293586,0.49520935866036686,0,3.815377642379936e-06,6.914036010385871e-09,0.00042180278796877246,3.474579320676878e-06,6.285944441764738e-09,1.68723465043128e-05,0,0,0,0,,,0,96.518392,96.4549955,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet12,7770a01846cea88db61ab9172a6245b6ae726cc0281de4fd4fe6c02b23030fb4,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",24.99860345613797,1736.9274,1711.928796543862,0.9856075714758499,0,4.803719125923145e-06,7.999520421075879e-09,0.0015636950329280808,4.374639865756829e-06,7.272357404227201e-09,6.254738312234357e-05,0,0,0,0,,,0,99.832999,99.7677293,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet2,d30971fb3e7b7a586381cd3ffedddc600d5749677315e4c4570ec401551e108d,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",24.997378293032853,24.998076,0.0006977069671485481,2.7910426672378627e-05,0,3.5280694578032623e-06,6.502033494948378e-09,0.00022733115611117682,3.5280694578032623e-06,5.9168563972594215e-09,9.094117233820335e-06,0,0,0,0,,,0,97.206916,97.1282044,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet3,67aa7301e7a0b23fcc563681b0b47e639fa50ff329d5b32c24c5ff40063d1113,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25.000660213809056,25.00122,0.0005597861909443225,2.239035498844946e-05,0,3.511892011975881e-06,6.483097086951162e-09,0.00022568353438146005,3.511892011975881e-06,5.901772496086628e-09,9.027021494681816e-06,0,0,0,0,,,0,97.35506,97.283012,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet4,0fa291b2fb1414361881d43e2fd4ee4fbb1e128abe077b132711be7f7ec6cfc5,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",24.999544311287195,25.000112,0.0005676887128061026,2.2707446782882515e-05,0,3.5093086659975024e-06,6.487432993584896e-09,0.0002257462410852895,3.5093086659975024e-06,5.907870862020668e-09,9.029932698013835e-06,0,0,0,0,,,0,98.496166,98.4258304,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet5,e6cf57ab95f7f742b3001bc5c8ae2309ad7d10d7fa82a203e51ad20e91dd222e,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25.03368649173899,25.034253,0.0005665082610093464,2.2629325548852862e-05,0,3.507551912917961e-06,6.477550093531015e-09,0.00022626808640779927,1.2931395468643165e-06,2.2998661786589034e-09,9.03846268774048e-06,0,0,0,0,,,0,97.076403,97.0079252,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet6,a1c3d6f698ed8f953fc09e00d43c1dde185521d709eed239caf4073a748fe7f3,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",24.995143408429158,24.995748,0.0006045915708412508,2.4187776690709588e-05,0,3.525574484408711e-06,6.499302471207891e-09,0.0002267867903356091,3.2106620484863418e-06,5.917925472763594e-09,9.073151890308661e-06,0,0,0,0,,,0,98.709422,98.6273041,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet7,4c296e3070c9e118c56953e0da746cda5a64becaf0524bfc3b914b7bd2e01382,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25.002193147754497,498.84089,473.8386968522455,0.9498794231808975,0,3.5291756899317323e-06,6.504636718140944e-09,0.0003011082208104199,3.5291756899317323e-06,5.913359865217814e-09,1.2043127286725219e-05,0,0,0,0,,,0,99.168678,99.10672,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet8,3dadc3345ccefc5b83d03e48c36ae94fb97713c5b8db058db040729cf99c8abc,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25.00214847782445,7144.7006,7119.698451522176,0.9965006023516473,0,3.519843152294949e-06,6.501075580644944e-09,0.0004096119173482293,3.519843152294949e-06,5.910122438063022e-09,1.638280034698015e-05,0,0,0,0,,,0,98.967007,98.8886277,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
liswet9,1f9daaac30cddc5850ab9786ba95e7d3254236cb3845db069235fb535dfdf4e9,10000,10002,30000,iteration_limit,"stopped at this engine's own ceiling of 1000000 iterations, no iteration_limit having been set",25.001700599674678,1963.2513,1938.2495994003252,0.9872651552046982,0,3.5727476368208055e-06,6.6020607175643065e-09,0.0015100938644536654,3.572538435757024e-06,6.002855665076382e-09,6.039599805651664e-05,0,0,0,0,,,0,98.439485,98.36963,1000000,qp-condat-vu,300.0,65eecbc,Windows-AMD64,2026-09-24T00:16:34+00:00,
